loc_rowid,pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_massj,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist
32246,Kepler-998 b,Kepler-998,1,Transit,2016,5.65377733,,0.207,,,,6058.00,1.18,1.12,,986.3640000
32264,Kepler-999 b,Kepler-999,1,Transit,2016,5.99185702,,0.209,,,,6237.00,1.65,1.29,,545.0630000
32267,L 168-9 b,L 168-9,1,Transit,2020,1.40150000,0.020910,0.124,0.01447,965,M1 V,3800.00,0.60,0.62,-1.172,25.1496000
32268,L 363-38 b,L 363-38,1,Radial Velocity,2023,8.78100000,0.048000,,,330,,3129.00,0.27,0.21,-1.886,10.2295000
32269,L 98-59 b,L 98-59,1,Transit,2019,2.25311360,0.021910,0.076,0.00126,627,M3 V,3415.00,0.30,0.27,-1.948,10.6194000
32275,L 98-59 c,L 98-59,1,Transit,2019,3.69067450,,0.120,0.00761,,M3 V,3412.00,0.31,0.31,,10.6194000
32282,L 98-59 d,L 98-59,1,Transit,2019,7.45072900,,0.141,0.00727,,M3 V,3412.00,0.31,0.31,,10.6194000
32283,L 98-59 e,L 98-59,1,Radial Velocity,2021,12.79600000,0.071700,,,342,M3 V,3415.00,0.30,0.27,-1.948,10.6194000
32286,LHS 1140 b,LHS 1140,1,Transit,2017,24.73694000,0.095700,0.146,0.02007,379,,2988.00,0.21,0.19,-2.488,14.9861000
32289,LHS 1140 c,LHS 1140,1,Transit,2018,3.77792000,0.027340,0.104,0.00554,709,,2988.00,0.21,0.19,-2.488,14.9861000
32291,LHS 1478 b,LHS 1478,1,Transit,2021,1.94953780,0.018480,0.111,0.00733,595,m3 V,3381.00,0.25,0.24,-2.146,18.2276000
32294,LHS 1678 b,LHS 1678,1,Transit,2021,0.86023220,0.012510,0.062,0.00110,,M2.0 V,3490.00,0.33,0.34,-1.839,19.8782000
32295,LHS 1678 c,LHS 1678,1,Transit,2021,3.69424700,0.033100,0.088,0.00440,,M2.0 V,3490.00,0.33,0.34,-1.839,19.8782000
32297,LHS 1815 b,LHS 1815,1,Transit,2020,3.81433400,,0.097,0.00497,,M1,3643.00,0.50,0.50,-1.387,29.8424000
32303,LHS 3844 b,LHS 3844,1,Transit,2019,0.46292913,0.006220,0.116,,805,M5,3036.00,0.19,0.15,-2.565,14.8846000
32305,LHS 475 b,LHS 475,1,Transit,2023,2.02908800,,0.088,,586,M3.5 V,3300.00,0.28,0.26,,12.4814000
32308,LP 714-47 b,LP 714-47,1,Transit,2020,4.05203700,0.041700,0.419,0.09691,700,M0.0 V,3950.00,0.58,0.59,-1.125,52.6160000
32309,LP 791-18 b,LP 791-18,1,Transit,2019,0.94799810,0.009780,0.108,,564,M(6.1 +/- 0.7) V,2960.00,0.18,0.14,-2.638,26.4927000
32312,LP 791-18 c,LP 791-18,1,Transit,2019,4.98990930,0.029610,0.218,0.02234,324,M(6.1 +/- 0.7) V,2960.00,0.18,0.14,-2.638,26.4927000
32315,LP 791-18 d,LP 791-18,1,Transit,2023,2.75343600,0.019920,0.092,0.00283,396,M(6.1 +/- 0.7) V,2960.00,0.18,0.14,-2.638,26.4927000
32317,LP 890-9 b,LP 890-9,1,Transit,2022,2.72990250,0.018750,0.118,0.04153,396,M6 V,2850.00,0.16,0.12,-2.841,32.4298000
32318,LP 890-9 c,LP 890-9,1,Transit,2022,8.45746300,0.039840,0.122,0.07960,272,M6 V,2850.00,0.16,0.12,-2.841,32.4298000
32319,LSPM J2116+0234 b,LSPM J2116+0234,1,Radial Velocity,2019,14.43990000,0.087600,,,,M3.0 V,3475.00,0.43,0.43,-1.699,17.6297000
32321,LTT 1445 A b,LTT 1445 A,1,Transit,2019,5.35876000,0.022000,0.105,,555,M3.0,3340.00,0.27,0.26,,6.8692900
32324,LTT 1445 A c,LTT 1445 A,1,Transit,2022,3.12390350,0.026610,0.102,0.00485,508,,3340.00,0.27,0.26,,6.8692900
32327,LTT 3780 b,LTT 3780,1,Transit,2020,0.76837883,,0.118,0.00777,,M3.5 V,3360.00,0.38,0.38,-1.777,21.9814000
32329,LTT 3780 c,LTT 3780,1,Transit,2020,12.25219600,,0.208,0.02209,,M3.5 V,3360.00,0.38,0.38,-1.777,21.9814000
32333,LTT 9779 b,LTT 9779,1,Transit,2020,0.79205200,0.016790,0.421,0.09225,1978,G7 V,5443.00,0.95,0.77,-0.149,80.4373000
32336,LkCa 15 b,LkCa 15,1,Imaging,2015,,14.700000,,,,,4194.00,1.61,,,158.1520000
32337,LkCa 15 c,LkCa 15,1,Imaging,2015,,18.600000,,,,,4194.00,1.61,,,158.1520000
32338,Lupus-TR-3 b,Lupus-TR-3,1,Transit,2007,3.91405000,0.046400,0.890,0.81000,,,5000.00,0.82,0.87,,773.4090000
32339,MASCARA-1 b,MASCARA-1,1,Transit,2017,2.14877381,0.040352,1.597,,2594,,7490.00,2.08,1.90,1.083,182.2730000
32343,MASCARA-4 b,MASCARA-4,1,Transit,2020,2.82406000,0.047000,1.530,3.10000,2100,A7 V,7800.00,1.92,1.75,1.087,170.6960000
32345,MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,Microlensing,2008,,0.620000,,0.01000,,,,,0.06,,1000.0000000
32346,MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,Microlensing,2008,,5.900000,,1.70000,,,,,0.69,,6890.0000000
32350,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,Microlensing,2009,,1.100000,,0.07360,,,,,0.21,,7700.0000000
32354,MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,Microlensing,2013,,2.700000,,4.10000,,K,,,0.56,,3300.0000000
32357,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,Microlensing,2011,2800.00000000,3.200000,,0.03270,,,,,0.56,,3040.0000000
32358,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,Microlensing,2010,,2.030000,,0.21200,,,,,0.52,,7050.0000000
32360,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,Microlensing,2010,1980.00000000,1.800000,,2.60000,,,,,0.19,,5690.0000000
32362,MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,Microlensing,2012,,1.210000,,11.00000,,,,,0.16,,2800.0000000
32364,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,Microlensing,2018,,2.420000,,0.54000,,,,,0.58,,3500.0000000
32367,MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,Microlensing,2013,,0.920000,,0.02900,,,,,0.11,,810.0000000
32368,MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,Microlensing,2015,,1.720000,,0.27000,,,,,0.18,,6430.0000000
32370,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,Microlensing,2012,,2.000000,,1.50000,,,5950.00,,0.67,,2300.0000000
32372,MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,Microlensing,2016,,4.140000,,0.09000,,,,,0.75,,7380.0000000
32377,MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,Microlensing,2014,,0.950000,,0.05300,,,,,0.11,,7200.0000000
32382,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,Microlensing,2018,,0.690000,,0.05700,,,,,0.15,,4400.0000000
32386,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,Microlensing,2012,,1.100000,,4.80000,,,,,0.86,,7720.0000000
32388,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,Microlensing,2013,,4.300000,,11.60000,,,,,0.39,,7560.0000000
32389,MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,Microlensing,2017,,10.200000,,8.40000,,,,,0.49,,5300.0000000
32391,MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,Microlensing,2017,,0.900000,,0.02110,,,,,0.10,,7210.0000000
32392,MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,Microlensing,2014,,3.030000,,2.74000,,,,,0.88,,6720.0000000
32396,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,Microlensing,2016,,0.930000,,0.01020,,,,,0.02,,850.0000000
32402,MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,Microlensing,2018,,0.240000,,0.10600,,,,,0.01,,7100.0000000
32406,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,Microlensing,2017,,1.390000,,2.80000,,,,,0.29,,6500.0000000
32409,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,Microlensing,2018,,0.950000,,0.62000,,,,,0.15,,6800.0000000
32419,MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,Microlensing,2022,,,,18.00000,,,,,0.90,,2700.0000000
32423,MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,Microlensing,2022,,1.110000,,0.03555,,,,,0.23,,7900.0000000
32425,MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1,Microlensing,2023,,2.740000,,0.14473,,,,,0.43,,7490.0000000
32428,MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,Microlensing,2023,,1.630000,,0.01520,,,,,0.18,,2000.0000000
32430,MOA-bin-1L b,MOA-bin-1L,1,Microlensing,2012,,8.300000,,3.70000,,,,,0.75,,5100.0000000
32433,MOA-bin-29 b,MOA-bin-29,1,Microlensing,2019,,0.480000,,0.60000,,,,,0.03,,7120.0000000
32437,MWC 758 c,MWC 758,1,Imaging,2023,,100.000000,,,500,A8Ve,,,1.50,,159.5370000
32438,MXB 1658-298 b,MXB 1658-298,1,Eclipse Timing Variations,2017,760.00000000,1.613000,,23.70000,,,,,,,
32439,NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,Radial Velocity,2014,121.71000000,0.530000,,,,,4284.00,39.59,9.06,,817.1920000
32442,NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,Radial Velocity,2017,511.21000000,,,,,K4 III,4200.00,,1.37,,821.9180000
32444,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,Radial Velocity,2014,6.95900000,,,,,G5 V,5780.00,,1.01,,872.9200000
32448,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,Radial Velocity,2014,5.11800000,,,,,G5 V,5725.00,,0.96,,914.2210000
32450,NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,Radial Velocity,2016,4.08700000,,,,,F9 V,6165.00,,1.14,,830.8220000
32453,NGTS-1 b,NGTS-1,1,Transit,2017,2.64729800,0.032600,1.330,0.81200,790,M0.5,3916.00,0.57,0.62,,218.1210000
32454,NGTS-10 b,NGTS-10,1,Transit,2020,0.76689440,0.014300,1.205,2.16200,1332,K5 V,4600.00,0.70,0.70,,
32456,NGTS-11 b,NGTS-11,1,Transit,2020,35.45533000,0.201000,0.817,0.34400,435,K,5050.00,0.83,0.86,,190.4220000
32458,NGTS-12 b,NGTS-12,1,Transit,2020,7.53280600,0.075700,1.048,0.20800,1257,G,5690.00,1.59,1.02,,446.4420000
32461,NGTS-13 b,NGTS-13,1,Transit,2021,4.11902700,0.054900,1.142,4.84000,1605,,5819.00,1.79,1.30,0.517,647.5950000
32463,NGTS-14 A b,NGTS-14 A,1,Transit,2021,3.53571730,0.040300,0.444,0.09200,1143,K1 V,5187.00,0.84,0.90,,322.1480000
32464,NGTS-15 b,NGTS-15,1,Transit,2021,3.27623000,0.044100,1.100,0.75100,1146,G6 V,5600.00,0.95,0.99,,786.4850000
32465,NGTS-16 b,NGTS-16,1,Transit,2021,4.84532000,0.052300,1.300,0.66700,1177,G7 V,5550.00,1.21,1.00,,898.1680000
32466,NGTS-17 b,NGTS-17,1,Transit,2021,3.24253000,0.039100,1.240,0.76400,1457,G4 V,5650.00,1.34,1.02,,1040.2800000
32468,NGTS-18 b,NGTS-18,1,Transit,2021,3.05125000,0.044800,1.210,0.40900,1381,G5 V,5610.00,1.39,1.00,,1096.1900000
32470,NGTS-2 b,NGTS-2,1,Transit,2018,4.51116400,0.063000,1.595,0.74000,1468,F5 V,6478.00,1.70,1.64,,356.3910000
32472,NGTS-20 b,NGTS-20,1,Transit,2022,54.18915000,0.313000,1.070,2.98000,688,G1 IV,5980.00,1.78,1.47,,382.8980000
32474,NGTS-21 b,NGTS-21,1,Transit,2022,1.54338970,0.023600,1.330,2.36000,1357,K3 V,4660.00,0.86,0.72,,592.8910000
32475,NGTS-23 b,NGTS-23,1,Transit,2022,4.07643260,0.050400,1.267,0.61300,1327,F9 V,6057.00,1.24,1.01,0.283,1074.9500000
32476,NGTS-24 b,NGTS-24,1,Transit,2022,3.46787960,0.047900,1.214,0.52000,1499,G2 IV,5820.00,1.64,1.26,0.446,683.0620000
32478,NGTS-25 b,NGTS-25,1,Transit,2022,2.82309300,0.038800,1.023,0.63900,1101,K0 V,5321.00,0.86,0.91,-0.292,521.2330000
32479,NGTS-3 A b,NGTS-3 A,1,Transit,2018,1.67537280,0.023000,1.480,2.38000,,G6 V,5600.00,0.93,1.02,,743.9720000
32481,NGTS-4 b,NGTS-4,1,Transit,2019,1.33735080,0.019000,0.284,0.06481,1650,,5143.00,0.84,0.75,,280.5550000
32485,NGTS-5 b,NGTS-5,1,Transit,2019,3.35698660,0.038200,1.136,0.22900,952,K2 V,4987.00,0.74,0.66,,306.7790000
32487,NGTS-6 b,NGTS-6,1,Transit,2019,0.88205900,0.016770,1.326,1.33900,1284,,4730.00,0.75,0.77,-0.592,308.2620000
32488,NGTS-8 b,NGTS-8,1,Transit,2019,2.49970000,0.035000,1.090,0.93000,1345,K0 V,5241.00,0.98,0.89,,428.9760000
32490,NGTS-9 b,NGTS-9,1,Transit,2019,4.43527000,0.058000,1.070,2.90000,1448,F8 V,6330.00,1.38,1.34,,609.1280000
32493,NN Ser c,NN Ser,1,Eclipse Timing Variations,2010,5573.55000000,5.350000,,7.33000,,,,,,,515.8180000
32494,NN Ser d,NN Ser,1,Eclipse Timing Variations,2010,2883.50000000,3.430000,,2.30000,,,,,,,515.8180000
32496,NSVS 14256825 b,NSVS 14256825,1,Eclipse Timing Variations,2019,3225.00000000,3.120000,,,,,40000.00,0.19,0.42,,820.8770000
32498,NY Vir b,NY Vir,1,Eclipse Timing Variations,2011,3160.00000000,,,,,,32780.00,0.15,0.46,1.375,544.0240000
32500,NY Vir c,NY Vir,1,Eclipse Timing Variations,2019,8799.00000000,,,,,,32780.00,0.15,0.46,1.375,544.0240000
32501,OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,Microlensing,2004,,4.300000,,2.60000,,K V,,,0.63,,5800.0000000
32504,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,Microlensing,2005,,3.600000,,3.80000,55,,,,0.46,,3200.0000000
32510,OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,Microlensing,2006,,3.500000,,0.04440,,,,,0.69,,4100.0000000
32512,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,Microlensing,2005,3285.00000000,2.600000,,0.01700,50,,,,0.22,,6600.0000000
32514,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,Microlensing,2008,1788.50000000,2.300000,,0.72700,,,,,0.51,,1510.0000000
32515,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,Microlensing,2008,4927.50000000,4.500000,,0.27000,,,,,0.51,,1510.0000000
32517,OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,1,Microlensing,2020,,2.170000,,0.45307,,,,,0.35,,4000.0000000
32518,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,1,Microlensing,2016,2557.00000000,2.590000,,0.25171,,M,,,0.41,,2760.0000000
32519,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,Microlensing,2009,,2.800000,,0.06000,,,,,0.64,,5900.0000000
32520,OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,1,Microlensing,2014,,15.000000,,0.18000,,,,,0.71,,8100.0000000
32521,OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,Microlensing,2014,,1.700000,,4.60000,,,,,0.37,,6800.0000000
32526,OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,Microlensing,2018,,8.000000,,0.19000,,,,,0.41,,6100.0000000
32527,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,Microlensing,2012,,2.720000,,0.53000,,M,,,0.26,,2570.0000000
32529,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,Microlensing,2015,,1.890000,,0.88000,,,,,0.21,,4380.0000000
32532,OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,Microlensing,2012,,4.000000,,0.14500,,,,,1.06,,4019.0000000
32534,OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,Microlensing,2012,,4.800000,,0.86000,,,,,1.06,,4019.0000000
32535,OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,Microlensing,2013,,0.870000,,1.85000,,,,,0.02,,1760.0000000
32541,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,Microlensing,2013,,3.450000,,2.73000,,,,,0.44,,4970.0000000
32542,OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,Microlensing,2015,,0.740000,,0.39000,,,,,0.34,,1300.0000000
32544,OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,Microlensing,2016,,1.600000,,0.47000,,M V,,,0.29,,6700.0000000
32546,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,Microlensing,2020,,4.430000,,0.16700,,,,,0.40,,6320.0000000
32551,OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,Microlensing,2016,,2.600000,,0.11000,,M V,,,0.57,,2600.0000000
32559,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,Microlensing,2014,,0.800000,,13.00000,,,,,0.10,,3040.0000000
32561,OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,Microlensing,2017,,3.600000,,0.29000,,,,,0.54,,3900.0000000
32562,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1,Microlensing,2014,,0.702000,,0.00522,,,,,0.11,,911.0000000
32568,OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,Microlensing,2019,,0.390000,,9.51000,,,,,0.29,,3220.0000000
32572,OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,Microlensing,2017,,2.600000,,0.64000,,,,,0.46,,6300.0000000
32573,OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,Microlensing,2018,,1.800000,,2.70000,,,,,0.33,,6900.0000000
32578,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,Microlensing,2015,,3.480000,,0.65000,,,,,0.90,,3500.0000000
32579,OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,Microlensing,2022,,3.490000,,0.57000,,M,,,0.52,,7730.0000000
32580,OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,Microlensing,2016,,4.530000,,3.68000,,,,,0.73,,2670.0000000
32586,OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,Microlensing,2018,,1.500000,,0.17400,,,,,0.40,,6400.0000000
32587,OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,Microlensing,2018,,1.700000,,0.26300,,,,,0.40,,6400.0000000
32589,OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,Microlensing,2016,,1.750000,,0.56000,,,,,0.51,,6860.0000000
32590,OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,Microlensing,2016,,0.730000,,0.72000,,,,,0.10,,8200.0000000
32591,OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,Microlensing,2016,,1.600000,,3.40000,,,,,0.30,,1200.0000000
32595,OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,Microlensing,2016,,2.700000,,0.06600,,,,,0.38,,3300.0000000
32611,OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,Microlensing,2019,,2.070000,,2.54000,,,,,0.34,,4230.0000000
32612,OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,Microlensing,2019,,2.620000,,0.05630,,,,,0.55,,6700.0000000
32619,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,Microlensing,2020,,0.850000,,0.43300,,,,,0.08,,7070.0000000
32621,OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,Microlensing,2017,,5.400000,,4.10000,,,,,0.13,,6500.0000000
32624,OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,1,Microlensing,2017,,6.400000,,4.18000,,,,,0.72,,3410.0000000
32631,OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,Microlensing,2019,,1.700000,,0.43000,,,,,0.30,,3730.0000000
32633,OGLE-2016-BLG-1093 b,OGLE-2016-BLG-1093,1,Microlensing,2022,,2.130000,,0.71000,,,,,0.46,,8120.0000000
32637,OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,Microlensing,2017,1220.00000000,2.170000,,13.38000,,,,,0.88,,6770.0000000
32647,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,Microlensing,2017,,1.160000,,0.00450,,,,,0.08,,3910.0000000
32649,OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,Microlensing,2020,,3.400000,,0.79000,,,,,0.10,,
32652,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,Microlensing,2018,,3.913000,,0.01029,,,,,0.40,,4705.0000000
32655,OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,Microlensing,2018,,2.424000,,0.40100,,,,,0.25,,5915.0000000
32656,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,Microlensing,2020,,3.500000,,0.41000,,,,,0.56,,5200.0000000
32658,OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,Microlensing,2018,,1.800000,,0.02800,,,,,0.20,,5800.0000000
32660,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,Microlensing,2020,,4.060000,,0.51000,,,,,0.70,,3950.0000000
32661,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,Microlensing,2020,,3.920000,,5.53000,,,,,0.55,,5670.0000000
32662,OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,Microlensing,2021,,2.730000,,3.02000,,,,,0.45,,7250.0000000
32664,OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,Microlensing,2018,,1.020000,,1.59000,,,,,0.21,,
32669,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,Microlensing,2020,,3.040000,,11.28000,,,,,0.81,,3930.0000000
32672,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,Microlensing,2018,,1.180000,,0.01394,,,,,0.23,,860.0000000
32676,OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,Microlensing,2018,,0.590000,,0.75000,,,,,0.04,,7490.0000000
32679,OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,Microlensing,2022,,2.410000,,0.04600,,,,,0.45,,7290.0000000
32683,OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,Microlensing,2023,,1.750000,,0.01658,,,,,0.38,,6400.0000000
32689,OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,Microlensing,2022,,2.860000,,0.14000,,,,,0.69,,6540.0000000
32690,OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,Microlensing,2022,,1.800000,,0.02014,,,,,0.10,,7700.0000000
32695,OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,Microlensing,2022,,3.000000,,0.05129,,,,,0.63,,5600.0000000
32702,OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,Microlensing,2022,,2.200000,,0.06324,,,,,0.47,,7000.0000000
32703,OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,Microlensing,2020,,1.064000,,0.01960,,,,,0.20,,773.0000000
32705,OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,Microlensing,2021,,2.720000,,0.32000,,,,,0.25,,7060.0000000
32708,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,Microlensing,2019,,0.970000,,0.04383,,,,,0.23,,5650.0000000
32710,OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,Microlensing,2020,,0.630000,,0.01250,,,,,0.12,,7580.0000000
32714,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,Microlensing,2019,5480.00000000,5.000000,,4.80000,,G V,5912.00,,1.00,,3200.0000000
32723,OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,Microlensing,2022,,1.280000,,0.26000,,,,,0.09,,4050.0000000
32727,OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,Microlensing,2022,,1.750000,,0.89000,,,,,0.72,,6620.0000000
32728,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,Microlensing,2021,,3.590000,,1.34000,,,,,0.54,,6500.0000000
32729,OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,Microlensing,2022,,2.000000,,0.02014,,,,,0.47,,6500.0000000
32732,OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,Microlensing,2019,,1.800000,,1.80000,,,,,0.18,,7100.0000000
32737,OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,Microlensing,2019,,0.800000,,2.80000,,,,,0.18,,7100.0000000
32740,OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,Microlensing,2022,,4.060000,,0.91000,,,,,0.48,,5760.0000000
32743,OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,Microlensing,2022,,3.230000,,0.05600,,,,,0.69,,5700.0000000
32744,OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,Microlensing,2021,,1.540000,,0.02643,,,,,0.37,,7400.0000000
32748,OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,Microlensing,2022,,1.680000,,0.20000,,,,,0.16,,1550.0000000
32754,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,Microlensing,2020,,4.510000,,0.67000,,,,,1.11,,2510.0000000
32756,OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,Microlensing,2022,,,,0.95000,,,,,0.28,,5370.0000000
32758,OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,Microlensing,2021,,3.300000,,0.77000,,,,,0.43,,6220.0000000
32759,OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,Microlensing,2022,,1.360000,,0.97000,,,,,0.09,,7880.0000000
32761,OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,1,Microlensing,2020,,2.800000,,4.40000,,,,,0.42,,7600.0000000
32766,OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,Microlensing,2023,,1.840000,,7.12000,,,,,0.91,,6370.0000000
32767,OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,Microlensing,2021,,2.800000,,6.22000,,,,,0.59,,5830.0000000
32768,OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,1,Microlensing,2021,,1.230000,,0.51000,,,,,0.27,,6980.0000000
32770,OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,Microlensing,2022,,2.180000,,3.26000,,,,,0.42,,5830.0000000
32772,OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,Microlensing,2022,,3.290000,,3.43000,,G,,,0.92,,4400.0000000
32774,OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,Microlensing,2022,,2.770000,,10.22000,,G,,,0.92,,4400.0000000
